"name","engine_source","deck_import_eligible","engine_status","semantic_class","mana_cost","type_line","color_identity","oracle_id","source_name","source_match","in_comparison_universe","source_commander_legality","source_games"
"Hallowed Fountain","oracle-0035","true","certified","land-mana-template","","Land — Plains Island","UW","f1750962-a87c-49f6-b731-02ae971ac6ea","Hallowed Fountain","oracle-id","true","legal","paper,mtgo,arena"
"Hallowed Healer","oracle-0078","true","certified","creature-template","{2}{W}","Creature — Human Cleric","W","b92f6adb-64c6-4692-af9d-af4241203722","Hallowed Healer","oracle-id","true","legal","paper,mtgo"
"Hallowed Spiritkeeper","oracle-0078","true","certified","creature-template","{1}{W}{W}","Creature — Avatar","W","5852ed2f-4332-4c30-b145-373deea471d9","Hallowed Spiritkeeper","oracle-id","true","legal","paper,mtgo"
"Halo Hopper","oracle-0018","true","certified","creature-template","{3}","Artifact Creature — Frog","","f48d30ee-bba6-4449-8c50-caf0d7f06528","Halo Hopper","oracle-id","true","legal","paper,arena,mtgo"
"Halo Hunter","oracle-0078","true","certified","creature-template","{2}{B}{B}{B}","Creature — Demon","B","293560ec-accf-49c6-9bf4-6d37f56a4eb7","Halo Hunter","oracle-id","true","legal","paper,mtgo"
"Halo Scarab","oracle-0108","true","certified","creature-template","{2}","Artifact Creature — Insect","","1201c146-54af-4668-a544-cde3ece23f2e","Halo Scarab","oracle-id","true","legal","paper,mtgo,arena"
"Halt Order","oracle-0078","true","certified","spell-template","{2}{U}","Instant","U","a5fdf1b2-da22-4fa6-810a-85c3f7587535","Halt Order","oracle-id","true","legal","paper,mtgo"
"Hamato Guardian Stance","oracle-0054","true","certified","spell-template","{W}","Instant","W","e08b19ca-f9d7-4c33-b37a-a77b37aabf1b","Hamato Guardian Stance","oracle-id","true","legal","paper,arena,mtgo"
"Hamato Ninpō","oracle-0054","true","certified","spell-template","{1}{W}","Instant","W","0587fe46-1bed-4ef3-b087-04d4cc6a334d","Hamato Ninpō","oracle-id","true","legal","paper,mtgo"
"Hamlet Captain","oracle-0108","true","certified","creature-template","{1}{G}","Creature — Human Warrior","G","1a60dc0f-e387-4d28-8ff0-c3f1883d0c5d","Hamlet Captain","oracle-id","true","legal","paper,mtgo"
"Hamlet Vanguard","oracle-0108","true","certified","creature-template","{2}{G}","Creature — Human Warrior","G","fa0bff4f-af97-4733-b9d3-a0bc9ef1e2ca","Hamlet Vanguard","oracle-id","true","legal","arena,paper,mtgo"
"Hammer Dropper","oracle-0035","true","certified","creature-template","{2}{R}{W}","Creature — Giant Soldier","RW","088c9fa7-65ec-48c6-90cc-9087bc9df43e","Hammer Dropper","oracle-id","true","legal","arena,paper,mtgo"
"Hammer Mage","oracle-0169","true","certified","creature-template","{1}{R}","Creature — Human Spellshaper","R","f642a43c-f8cc-44ee-ac6a-5d4b3fbc49af","Hammer Mage","oracle-id","true","legal","paper,mtgo"
"Hammer of Purphoros","legacy","true","certified-legacy","manual","{1}{R}{R}","Legendary Enchantment Artifact","R","212d058b-69c6-4dc2-8c93-bdfe26dc2ffe","Hammer of Purphoros","canonical-name","true","legal","paper,mtgo"
"Hammer of Ruin","oracle-0134","true","certified","equipment-template","{2}","Artifact — Equipment","","78ba3363-0fc8-42a9-b586-69d0795ca65e","Hammer of Ruin","oracle-id","true","legal","paper,mtgo"
"Hammerfist Giant","oracle-0078","true","certified","creature-template","{4}{R}{R}","Creature — Giant Warrior","R","ce916c92-350c-4546-882b-555dc450413d","Hammerfist Giant","oracle-id","true","legal","paper"
"Hammerhand","oracle-0035","true","certified","aura-template","{R}","Enchantment — Aura","R","8efa0026-c3f8-44e0-8f55-729f9c30ac93","Hammerhand","oracle-id","true","legal","paper,arena,mtgo"
"Hammerhead Tyrant","legacy","true","certified-legacy","manual","{4}{U}{U}","Creature — Dragon","U","7830f600-c7c7-48f8-8020-3493c5745eed","Hammerhead Tyrant","canonical-name","true","legal","paper,mtgo"
"Hammerhead, Maggia Boss","oracle-0108","true","certified","creature-template","{1}{B}","Legendary Creature — Human Rogue Villain","B","2ff5a5ed-d6db-4dfa-b1fd-38ad872ad30a","Hammerhead, Maggia Boss","oracle-id","true","legal","paper,mtgo,arena"
"Hammerheim Deadeye","oracle-0078","true","certified","creature-template","{3}{R}","Creature — Giant Warrior","R","a6962ccc-9883-48ca-9a5f-aeb68e66fd97","Hammerheim Deadeye","oracle-id","true","legal","paper,mtgo"
"Hampering Snare","oracle-0054","true","certified","spell-template","{1}{U}","Instant","U","4fd3dafe-e6a4-49d5-950a-e2fcc77eda98","Hampering Snare","oracle-id","true","legal","arena,paper,mtgo"
"Hamza, Guardian of Arashin","oracle-0150","true","certified","creature-template","{4}{G}{W}","Legendary Creature — Elephant Warrior","GW","0cde6a29-d597-4feb-8b2b-528d2d57a1f3","Hamza, Guardian of Arashin","oracle-id","true","legal","paper,mtgo"
"Hana Kami","oracle-0078","true","certified","creature-template","{G}","Creature — Spirit","G","7ac433a7-c107-46de-b36b-d7419c9ec565","Hana Kami","oracle-id","true","legal","paper,mtgo"
"Hanabi Blast","oracle-0150","true","certified","spell-template","{1}{R}{R}","Instant","R","8e47b355-98fe-452a-a81e-b901c1f2cb6f","Hanabi Blast","oracle-id","true","legal","paper,mtgo"
"Hand That Feeds","oracle-0159","true","certified","creature-template","{1}{R}","Creature — Mutant","R","6b348051-3ba8-4aa0-b337-b42d8ef8cbba","Hand That Feeds","oracle-id","true","legal","paper,mtgo,arena"
"Hand of Cruelty","oracle-0035","true","certified","creature-template","{B}{B}","Creature — Human Samurai","B","ddbd4d8c-9763-43d7-882f-6edf8efffb0a","Hand of Cruelty","oracle-id","true","legal","paper,mtgo"
"Hand of Death","oracle-0054","true","certified","spell-template","{2}{B}","Sorcery","B","dc45b2e3-272b-479b-8e3b-36eead606a3a","Hand of Death","oracle-id","true","legal","paper"
"Hand of Emrakul","oracle-0172","true","certified","creature-template","{9}","Creature — Eldrazi","","b206d3bc-1203-4f00-997e-5da706346a24","Hand of Emrakul","oracle-id","true","legal","paper,mtgo"
"Hand of Honor","oracle-0035","true","certified","creature-template","{W}{W}","Creature — Human Samurai","W","feb65f2e-6f71-4f29-bf31-b210c85f3ab3","Hand of Honor","oracle-id","true","legal","paper,mtgo"
"Hand of Silumgar","oracle-0006","true","certified","keyword-only","{1}{B}","Creature — Human Warrior","B","e2714e1f-c883-41e0-bc2f-60e15462ef98","Hand of Silumgar","oracle-id","true","legal","paper"
"Hangar Scrounger","oracle-0108","true","certified","creature-template","{2}{R}","Creature — Dwarf Pilot","R","d1b74fb9-8ef3-40be-bc79-45ffb4c597eb","Hangar Scrounger","oracle-id","true","legal","paper,arena,mtgo"
"Hangarback Walker","legacy","true","certified-legacy","manual","{X}{X}","Artifact Creature — Construct","","dde55256-5259-44e7-a267-fca45a7f0d04","Hangarback Walker","canonical-name","true","legal","paper,mtgo"
"Hanged Executioner","legacy","true","certified-legacy","manual","{2}{W}","Creature — Spirit","W","6ff4ff67-ad08-447f-a112-1a071c1474a4","Hanged Executioner","canonical-name","true","legal","paper,mtgo"
"Hanna's Custody","oracle-0078","true","certified","enchantment-template","{2}{W}","Enchantment","W","57b0205d-ad9d-45b7-8556-0733aa7a4987","Hanna's Custody","oracle-id","true","legal","paper,mtgo"
"Hanna, Ship's Navigator","oracle-0054","true","certified","creature-template","{1}{W}{U}","Legendary Creature — Human Artificer","UW","3b008c71-e2a0-4f56-83d3-655c5dd58e0e","Hanna, Ship's Navigator","oracle-id","true","legal","paper,mtgo"
"Hanweir Lancer","oracle-0177","true","certified","creature-template","{2}{R}","Creature — Human Knight","R","5fa9de04-6b70-4162-9ffb-6334277a4f30","Hanweir Lancer","oracle-id","true","legal","paper,mtgo"
"Hanweir Militia Captain // Westvale Cult Leader","oracle-0147","true","certified","creature-template","{1}{W}","Creature — Human Soldier // Creature — Human Cleric","W","2d8eba16-cfca-4a38-bde0-6ee36c67231a","Hanweir Militia Captain // Westvale Cult Leader","oracle-id","true","legal","paper,mtgo"
"Hanweir Watchkeep // Bane of Hanweir","oracle-0147","true","certified","creature-template","{2}{R}","Creature — Human Warrior Werewolf // Creature — Werewolf","R","8bdf986e-a47e-47b6-8cdb-576c86c4041b","Hanweir Watchkeep // Bane of Hanweir","oracle-id","true","legal","paper,mtgo"
"Hapatra, Vizier of Poisons","legacy","true","certified-legacy","manual","{B}{G}","Legendary Creature — Human Cleric","BG","a8ddea1c-8d80-49c1-a5b4-630d5e51d66e","Hapatra, Vizier of Poisons","canonical-name","true","legal","paper,mtgo"
"Hapless Researcher","oracle-0035","true","certified","creature-template","{U}","Creature — Human Wizard","U","240a349a-79f8-4e11-9a05-a78148e70a62","Hapless Researcher","oracle-id","true","legal","paper,mtgo"
"Happy Hogan, Dauntless Driver","oracle-0006","true","certified","vanilla","{R}","Legendary Creature — Human Pilot","R","557ce9d4-8fe3-4ffc-8e56-b9b73d58d41b","Happy Hogan, Dauntless Driver","oracle-id","true","legal","paper,mtgo,arena"
"Harabaz Druid","oracle-0169","true","certified","creature-template","{1}{G}","Creature — Human Druid Ally","G","ead985ec-f29f-4a3b-b8b1-061142cc5bd1","Harabaz Druid","oracle-id","true","legal","paper,mtgo"
"Haradrim Spearmaster","oracle-0078","true","certified","creature-template","{2}{R}","Creature — Human Warrior","R","4da49285-e577-487f-9997-ba49f2b5753e","Haradrim Spearmaster","oracle-id","true","legal","paper,arena,mtgo"
"Harald, King of Skemfar","oracle-0108","true","certified","creature-template","{1}{B}{G}","Legendary Creature — Elf Warrior","BG","0089b07c-7f47-4a9a-9fb7-cc38ec9d7bcd","Harald, King of Skemfar","oracle-id","true","legal","arena,paper,mtgo"
"Harbin, Vanguard Aviator","oracle-0134","true","certified","creature-template","{W}{U}","Legendary Creature — Human Soldier","UW","d827575f-e364-4a20-887e-3091e5501a4f","Harbin, Vanguard Aviator","oracle-id","true","legal","paper,arena,mtgo"
"Harbinger of Night","oracle-0078","true","certified","creature-template","{2}{B}{B}","Creature — Spirit","B","9827d01d-c822-4f1b-9042-a2092c72c914","Harbinger of Night","oracle-id","true","legal","paper,mtgo"
"Harbinger of the Hunt","legacy","true","certified-legacy","manual","{3}{R}{G}","Creature — Dragon","RG","3256029f-6558-4fcc-9fa1-74ceba3e5c92","Harbinger of the Hunt","canonical-name","true","legal","paper,mtgo"
"Harbinger of the Seas","oracle-0177","true","certified","creature-template","{1}{U}{U}","Creature — Merfolk Wizard","U","84910453-e5dc-4bff-8554-86a5f4ab2746","Harbinger of the Seas","oracle-id","true","legal","paper,mtgo,arena"
"Harbinger of the Tides","oracle-0148","true","certified","creature-template","{U}{U}","Creature — Merfolk Wizard","U","9f5277e8-1cbe-478c-a8bc-ac028f13305e","Harbinger of the Tides","oracle-id","true","legal","paper,arena,mtgo"
"Harbor Bandit","oracle-0054","true","certified","creature-template","{2}{B}","Creature — Human Rogue","BU","18c65823-01ae-4314-a254-d89a1a362633","Harbor Bandit","oracle-id","true","legal","paper,mtgo"
"Harbor Serpent","oracle-0108","true","certified","creature-template","{4}{U}{U}","Creature — Serpent","U","599fb8b1-8750-4832-869a-cddc3784087a","Harbor Serpent","oracle-id","true","legal","paper,mtgo"
"Hard Cover","oracle-0078","true","certified","aura-template","{U}","Enchantment — Aura","U","8613d71b-4ac9-490d-b883-aefe03bcebce","Hard Cover","oracle-id","true","legal","arena,paper,mtgo"
"Hard Evidence","oracle-0054","true","certified","spell-template","{U}","Sorcery","U","0728b195-2dfe-4d73-91ae-e658a97b0b9a","Hard Evidence","oracle-id","true","legal","paper,mtgo,arena"
"Hard-Hitting Question","oracle-0108","true","certified","spell-template","{G}","Sorcery","G","05fdefb4-2be7-4d9a-9ab9-14bbbe72aef7","Hard-Hitting Question","oracle-id","true","legal","paper,mtgo,arena"
"Hard-Won Jitte","oracle-0018","true","certified","equipment-template","{1}{R}","Artifact — Equipment","R","ab433d41-e801-405c-81f7-06fa6640797d","Hard-Won Jitte","oracle-id","true","legal","paper,arena,mtgo"
"Hardbristle Bandit","oracle-0134","true","certified","creature-template","{1}{G}","Creature — Plant Rogue","G","116eea43-4235-4608-8c6a-599e860ae2f1","Hardbristle Bandit","oracle-id","true","legal","paper,mtgo,arena"
"Hardened Academic","oracle-0108","true","certified","creature-template","{R}{W}","Creature — Bird Cleric","RW","921252df-6679-4f70-ae26-d4956c90b7df","Hardened Academic","oracle-id","true","legal","paper,mtgo,arena"
"Hardened Escort","oracle-0078","true","certified","creature-template","{2}{W}","Creature — Human Soldier","W","2c6ef9e8-6b60-436c-8391-ae0baabb3a1b","Hardened Escort","oracle-id","true","legal","paper,mtgo,arena"
"Hardened Scales","legacy","true","certified-legacy","manual","{G}","Enchantment","G","a1f3da21-af6d-450e-bf0b-985d158418e6","Hardened Scales","canonical-name","true","legal","paper,mtgo"
"Hardened Tactician","oracle-0078","true","certified","creature-template","{1}{W}{B}","Creature — Human Warrior","BW","ca1dc6f0-3ec2-4f62-a08a-1395201bd93f","Hardened Tactician","oracle-id","true","legal","paper,arena,mtgo"
"Hardened-Scale Armor","oracle-0018","true","certified","aura-template","{2}{G}","Enchantment — Aura","G","9eb58db8-7934-485c-8606-fb1a6cc60d42","Hardened-Scale Armor","oracle-id","true","legal","paper"
"Hardy Veteran","oracle-0035","true","certified","creature-template","{1}{G}","Creature — Human Warrior","G","fc112282-bc40-4b91-ac5f-ae49db1dabb8","Hardy Veteran","oracle-id","true","legal","arena,paper,mtgo"
"Hargilde, Kindly Runechanter","oracle-0169","true","certified","creature-template","{2}{W}{U}","Legendary Creature — Human","UW","747009e7-da07-48c7-b838-687f19b884ea","Hargilde, Kindly Runechanter","oracle-id","true","legal","paper,mtgo"
"Harmattan Efreet","oracle-0035","true","certified","creature-template","{2}{U}{U}","Creature — Efreet","U","84b1d4e1-ca8a-4eed-b5c4-364876938aee","Harmattan Efreet","oracle-id","true","legal","paper"
"Harmless Assault","oracle-0108","true","certified","spell-template","{2}{W}{W}","Instant","W","bfcc3a16-1ca8-4112-a10e-d4e52d3daa8d","Harmless Assault","oracle-id","true","legal","paper,mtgo"
"Harmonic Prodigy","legacy","true","certified-legacy","manual","{1}{R}","Creature — Human Wizard","R","2e2ace5b-4018-43af-8e72-ebafec1a7739","Harmonic Prodigy","canonical-name","true","legal","paper,mtgo"
"Harmonic Sliver","oracle-0078","true","certified","creature-template","{1}{G}{W}","Creature — Sliver","GW","1c06c093-18ab-49e6-a82d-38e826d25016","Harmonic Sliver","oracle-id","true","legal","paper,mtgo"
"Harmonious Archon","oracle-0164","true","certified","creature-template","{4}{W}{W}","Creature — Archon","W","ed8392b8-71e9-4874-a5bd-3c9fa5605780","Harmonious Archon","oracle-id","true","legal","arena,paper,mtgo"
"Harmonious Grovestrider","oracle-0054","true","certified","creature-template","{3}{G}{G}","Creature — Beast","G","0ebec97e-3cb1-41e2-a693-0febb5623016","Harmonious Grovestrider","oracle-id","true","legal","paper,arena,mtgo"
"Harmonize","legacy","true","certified-legacy","manual","{2}{G}{G}","Sorcery","G","7eff84f1-f772-497a-b350-bbc93d0230f7","Harmonize","canonical-name","true","legal","paper,mtgo"
"Harness by Force","oracle-0147","true","certified","spell-template","{1}{R}{R}","Sorcery","R","8c7e2596-6c21-4ce0-95dc-5b4dccb4090a","Harness by Force","oracle-id","true","legal","paper,mtgo"
"Harnessed Snubhorn","oracle-0054","true","certified","creature-template","{3}{W}","Creature — Dinosaur","W","e1dd9dca-cb5f-46b4-b16d-a61ae651d653","Harnessed Snubhorn","oracle-id","true","legal","paper,arena,mtgo"
"Harnesser of Storms","oracle-0134","true","certified","creature-template","{2}{R}","Creature — Otter Wizard","R","fb8f7047-280b-464f-aca2-6add3e21df8f","Harnesser of Storms","oracle-id","true","legal","paper,mtgo,arena"
"Harpoon Sniper","oracle-0078","true","certified","creature-template","{2}{W}","Creature — Merfolk Archer","W","2856844d-f727-48aa-8387-cb6079afb40c","Harpoon Sniper","oracle-id","true","legal","paper,mtgo"
"Harried Artisan // Phyrexian Skyflayer","oracle-0147","true","certified","creature-template","{2}{R}","Creature — Human Artificer // Creature — Phyrexian Artificer","RW","c4e51cba-e5f7-4f44-9ae9-9223a2efd004","Harried Artisan // Phyrexian Skyflayer","oracle-id","true","legal","paper,arena,mtgo"
"Harried Spearguard","oracle-0108","true","certified","creature-template","{R}","Creature — Human Soldier","R","e3542d0f-fcee-4df7-aa95-b55138caa2ab","Harried Spearguard","oracle-id","true","legal","paper,arena,mtgo"
"Harrier Griffin","oracle-0035","true","certified","creature-template","{5}{W}","Creature — Griffin","W","65dc3191-0eb2-4c10-bf2c-ee0e24888870","Harrier Griffin","oracle-id","true","legal","paper,mtgo"
"Harrier Naga","oracle-0006","true","certified","vanilla","{2}{G}","Creature — Snake Warrior","G","4a1cbac1-ee22-44cf-a37f-a58055f5c9bc","Harrier Naga","oracle-id","true","legal","paper,mtgo"
"Harrier Strix","oracle-0035","true","certified","creature-template","{U}","Creature — Bird","U","eb154ebb-d02f-405a-a557-3d5ec7648c42","Harrier Strix","oracle-id","true","legal","paper,mtgo,arena"
"Harrow","legacy","true","certified-legacy","manual","{2}{G}","Instant","G","705509e9-a034-4a5a-9c65-66f58748b8a2","Harrow","canonical-name","true","legal","paper,mtgo"
"Harrowing Journey","oracle-0108","true","certified","spell-template","{4}{B}","Sorcery","B","70f3d545-d114-485d-8d8b-4a93b2393c41","Harrowing Journey","oracle-id","true","legal","paper,mtgo"
"Harsh Annotation","oracle-0108","true","certified","spell-template","{1}{W}","Instant","W","1657be64-b38f-4074-a743-bf558dc57901","Harsh Annotation","oracle-id","true","legal","paper,mtgo,arena"
"Harsh Mentor","legacy","true","certified-legacy","manual","{1}{R}","Creature — Human Cleric","R","168336e2-d795-4b75-bf21-ce128b0dd7b0","Harsh Mentor","canonical-name","true","legal","paper,mtgo"
"Harsh Scrutiny","oracle-0108","true","certified","spell-template","{B}","Sorcery","B","31338e24-a437-4587-acab-cec46be021e7","Harsh Scrutiny","oracle-id","true","legal","paper,mtgo"
"Harsh Sustenance","oracle-0078","true","certified","spell-template","{1}{W}{B}","Instant","BW","f5cf471f-032c-4ebb-823c-8841de209216","Harsh Sustenance","oracle-id","true","legal","paper,mtgo"
"Haru-Onna","oracle-0054","true","certified","creature-template","{3}{G}","Creature — Spirit","G","fead5048-3ce5-46d9-9c04-0a52f1554030","Haru-Onna","oracle-id","true","legal","paper,mtgo"
"Harvest Gwyllion","oracle-0006","true","certified","keyword-only","{2}{W/B}{W/B}","Creature — Hag","BW","bcdd64d7-8414-488b-9b13-d5678d06625f","Harvest Gwyllion","oracle-id","true","legal","paper,mtgo"
"Harvest Season","oracle-0173","true","certified","spell-template","{2}{G}","Sorcery","G","ec6d52f9-1c8f-48da-951c-be8d7813c7be","Harvest Season","oracle-id","true","legal","paper,mtgo"
"Harvester Troll","oracle-0078","true","certified","creature-template","{3}{G}","Creature — Troll","G","28c44f88-1d47-4894-86ce-4089bd761360","Harvester Troll","oracle-id","true","legal","paper,mtgo"
"Harvester of Misery","oracle-0078","true","certified","creature-template","{3}{B}{B}","Creature — Spirit","B","a0d3bb63-2977-41b2-bcc3-2488e6696cb8","Harvester of Misery","oracle-id","true","legal","paper,arena,mtgo"
"Harvester of Souls","oracle-0078","true","certified","creature-template","{4}{B}{B}","Creature — Demon","B","5987ce77-10ad-4871-900a-5a005fcf4955","Harvester of Souls","oracle-id","true","legal","arena,paper"
"Harvestguard Alseids","oracle-0108","true","certified","creature-template","{2}{W}","Enchantment Creature — Nymph","W","ad88bf37-bbb4-46f0-9994-1863c7c31a2a","Harvestguard Alseids","oracle-id","true","legal","paper,mtgo"
"Harvesttide Sentry","oracle-0108","true","certified","creature-template","{1}{G}","Creature — Human Warrior","G","6cd6b56d-d69e-4144-a6c7-8c066629435b","Harvesttide Sentry","oracle-id","true","legal","arena,paper,mtgo"
"Hashaton, Scarab's Fist","oracle-0174","true","certified","creature-template","{W}{B}","Legendary Creature — Zombie Wizard","BUW","db266661-f783-4907-9e52-6963eec05431","Hashaton, Scarab's Fist","oracle-id","true","legal","paper,mtgo,arena"
"Hashep Oasis","oracle-0078","true","certified","land-mana-template","","Land — Desert","G","eab70fff-6a9f-4f9f-89a2-b6910c199e46","Hashep Oasis","oracle-id","true","legal","paper,mtgo"
"Hatchery Spider","oracle-0134","true","certified","creature-template","{5}{G}{G}","Creature — Spider","G","d1950094-2cc9-48ce-ae1a-0ae78ba252c1","Hatchery Spider","oracle-id","true","legal","arena,paper,mtgo"
"Hatching Plans","oracle-0054","true","certified","enchantment-template","{1}{U}","Enchantment","U","cebc9fcc-25ec-4366-a914-b95afbd134b0","Hatching Plans","oracle-id","true","legal","paper,mtgo"
"Hate Mirage","oracle-0134","true","certified","spell-template","{3}{R}","Sorcery","R","2db23ceb-448b-45d6-a931-d72e8ccdb541","Hate Mirage","oracle-id","true","legal","paper,mtgo"
"Hate Weaver","oracle-0078","true","certified","creature-template","{1}{B}","Creature — Zombie Wizard","B","2a41f61b-a419-4b79-a25f-2506eaf05f55","Hate Weaver","oracle-id","true","legal","paper,mtgo"
"Hatred","oracle-0078","true","certified","spell-template","{3}{B}{B}","Instant","B","40601061-1b25-4db8-8b99-33324ce945cf","Hatred","oracle-id","true","legal","paper,mtgo"
"Hatut Zeraze Strike Force","legacy","true","certified-legacy","manual","{3}{W}","Creature — Human Spy Warrior","W","92ac307e-6531-4465-8870-07988458f5d4","Hatut Zeraze Strike Force","canonical-name","true","legal","paper,mtgo"
"Haughty Djinn","legacy","true","certified-legacy","manual","{1}{U}{U}","Creature — Djinn","U","44036bb5-f300-40bd-9180-6b246315d886","Haughty Djinn","canonical-name","true","legal","paper,mtgo"
"Haunt of the Dead Marshes","oracle-0108","true","certified","creature-template","{B}","Creature — Nightmare Elf","B","0b683611-e46f-4105-b336-014d1556c8de","Haunt of the Dead Marshes","oracle-id","true","legal","paper,arena,mtgo"
"Haunted Cadaver","oracle-0078","true","certified","creature-template","{3}{B}","Creature — Zombie","B","7f46839f-175d-4292-8057-c3e0da206075","Haunted Cadaver","oracle-id","true","legal","paper,mtgo"
"Haunted Cloak","oracle-0018","true","certified","equipment-template","{3}","Artifact — Equipment","","74fc88d5-19c3-4516-9a06-e9573d659caa","Haunted Cloak","oracle-id","true","legal","paper,mtgo"
"Haunted Crossroads","oracle-0078","true","certified","enchantment-template","{2}{B}","Enchantment","B","e9aac98a-6fad-463e-89fa-3ad3a7c7f53a","Haunted Crossroads","oracle-id","true","legal","paper,mtgo"
"Haunted Dead","oracle-0108","true","certified","creature-template","{3}{B}","Creature — Zombie","B","03259490-a789-4f96-8c5b-b410425bdd02","Haunted Dead","oracle-id","true","legal","paper,mtgo"
"Haunted Guardian","oracle-0006","true","certified","keyword-only","{2}","Artifact Creature — Construct","","20b9bc53-7f6d-4616-a2df-5783ab577707","Haunted Guardian","oracle-id","true","legal","paper,mtgo"
"Haunted Hellride","oracle-0108","true","certified","vehicle-template","{1}{U}{B}","Artifact — Vehicle","BU","47944bf1-b954-4143-b479-45c10071e35a","Haunted Hellride","oracle-id","true","legal","paper,arena,mtgo"
"Haunted Library","oracle-0078","true","certified","enchantment-template","{1}{W}","Enchantment","W","e787ec12-ba0f-4a85-af6b-422423c90155","Haunted Library","oracle-id","true","legal","paper,mtgo"
"Haunted Mire","legacy","true","certified-legacy","manual","","Land — Swamp Forest","BG","b0b58a03-462c-4964-97c7-42bc777ec23e","Haunted Mire","canonical-name","true","legal","paper,mtgo"
"Haunted Ridge","oracle-0035","true","certified","land-mana-template","","Land","BR","e2a37967-4212-4553-9f77-bcb613405807","Haunted Ridge","oracle-id","true","legal","paper,mtgo"
"Haunted Screen","oracle-0154","true","certified","artifact-template","{3}","Artifact","BGRUW","49f92c0b-16ac-4cf0-8ec3-e3638990ee75","Haunted Screen","oracle-id","true","legal","paper,mtgo,arena"
"Haunter of Nightveil","oracle-0054","true","certified","creature-template","{3}{U}{B}","Creature — Spirit","BU","496c852b-ec62-4320-afbb-e19f534954c9","Haunter of Nightveil","oracle-id","true","legal","paper,mtgo"
"Haunting Echoes","oracle-0177","true","certified","spell-template","{3}{B}{B}","Sorcery","B","3abd345a-69a5-486e-ada9-dd1ca0decc28","Haunting Echoes","oracle-id","true","legal","paper,mtgo"
"Haunting Figment","oracle-0134","true","certified","creature-template","{1}{U}","Creature — Illusion","U","ed416ae3-9291-4e1e-ad83-2f14138e9e47","Haunting Figment","oracle-id","true","legal","paper,arena,mtgo"
"Haunting Hymn","oracle-0176","true","certified","spell-template","{4}{B}{B}","Instant","B","b9a0977a-6364-4358-bab1-112898a1b942","Haunting Hymn","oracle-id","true","legal","paper,mtgo"
"Haunting Voyage","legacy","true","certified-legacy","manual","{4}{B}{B}","Sorcery","B","334c284e-7bc3-4c18-9f8d-4d846f80008e","Haunting Voyage","canonical-name","true","legal","paper,mtgo"
"Haven of the Spirit Dragon","legacy","true","certified-legacy","manual","","Land","","acc9c16a-5e72-43bd-87e1-56a16aa892f5","Haven of the Spirit Dragon","canonical-name","true","legal","paper,mtgo"
"Havengul Runebinder","oracle-0078","true","certified","creature-template","{2}{U}{U}","Creature — Human Wizard","U","e91e7f62-0788-445e-ba93-2c9d233ec3ab","Havengul Runebinder","oracle-id","true","legal","paper,mtgo"
"Havengul Vampire","oracle-0054","true","certified","creature-template","{3}{R}","Creature — Vampire","R","616b3ee0-4678-4562-a21a-5f2d31b9964c","Havengul Vampire","oracle-id","true","legal","paper"
"Havenwood Battleground","oracle-0054","true","certified","land-mana-template","","Land","G","18cbb47a-85b1-48f6-a024-8c3bbffa0d87","Havenwood Battleground","oracle-id","true","legal","paper"
"Havenwood Wurm","oracle-0006","true","certified","keyword-only","{6}{G}","Creature — Wurm","G","a4ddff34-d0ae-481f-870b-b911b249250f","Havenwood Wurm","oracle-id","true","legal","paper,mtgo"
"Havoc Demon","oracle-0054","true","certified","creature-template","{5}{B}{B}","Creature — Demon","B","246d7f6b-7ffa-46dc-b5cb-6959f47a7dc3","Havoc Demon","oracle-id","true","legal","paper,mtgo"
"Havoc Devils","oracle-0006","true","certified","keyword-only","{2}{R}{R}","Creature — Devil","R","be1c2607-091a-41e7-ae4c-73c7e5689739","Havoc Devils","oracle-id","true","legal","arena,paper,mtgo"
"Havoc Eater","legacy","false","certified-legacy","manual","{5}{R}{R}","Creature — Elemental","R","769c511c-37ce-4a9d-85f8-1ba91c2daf82","Havoc Eater","canonical-name","true","legal","paper,mtgo"
"Havoc Jester","oracle-0078","true","certified","creature-template","{4}{R}","Creature — Devil","R","58f5bbd2-b876-4eb9-aa79-f4d3511961e0","Havoc Jester","oracle-id","true","legal","paper,mtgo"
"Havoc Sower","oracle-0035","true","certified","creature-template","{3}{B}","Creature — Eldrazi Drone","B","098e6926-4a6a-4bbb-96bc-1f35cc7982ae","Havoc Sower","oracle-id","true","legal","paper,mtgo"
"Hawkeater Moth","oracle-0006","true","certified","keyword-only","{3}{G}","Creature — Insect","G","e3f4bc4c-e747-4bc1-bfba-4ecfa0a5d17f","Hawkeater Moth","oracle-id","true","legal","paper,mtgo"
"Hawkeye's Bow","oracle-0078","true","certified","equipment-template","{R}","Artifact — Equipment","R","83798eb8-b14f-4620-bce2-1a6804a24dc7","Hawkeye's Bow","oracle-id","true","legal","paper,mtgo,arena"
"Hawkeye's Shot","oracle-0108","true","certified","spell-template","{4}{W}","Sorcery","W","6bbd1316-02d3-46ab-ba1a-0ecab51ec4c4","Hawkeye's Shot","oracle-id","true","legal","paper,mtgo,arena"
"Hawkeye, Avenging Archer","legacy","true","certified-legacy","manual","{2}{U}{R}","Legendary Creature — Human Archer Hero","UR","e90d6903-5415-4ddf-88c0-15ddd8614bde","Hawkeye, Avenging Archer","canonical-name","true","legal","paper,mtgo"
